term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56014921_Paradise Papers - Malta corporate registry_NA_DARREN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56014921,Paradise Papers - Malta corporate registry,,DARREN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56014921_paradise papers - malta corporate registry_na_darren mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015168_Paradise Papers - Malta corporate registry_NA_MICHAEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015168,Paradise Papers - Malta corporate registry,,MICHAEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015168_paradise papers - malta corporate registry_na_michael mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017277_Paradise Papers - Malta corporate registry_NA_CARMEL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017277,Paradise Papers - Malta corporate registry,,CARMEL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017277_paradise papers - malta corporate registry_na_carmel mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017713_Paradise Papers - Malta corporate registry_NA_ANDREW MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017713,Paradise Papers - Malta corporate registry,,ANDREW MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017713_paradise papers - malta corporate registry_na_andrew mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56018027_Paradise Papers - Malta corporate registry_NA_RITA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56018027,Paradise Papers - Malta corporate registry,,RITA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56018027_paradise papers - malta corporate registry_na_rita mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56018417_Paradise Papers - Malta corporate registry_NA_DAVID MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56018417,Paradise Papers - Malta corporate registry,,DAVID MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56018417_paradise papers - malta corporate registry_na_david mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56019464_Paradise Papers - Malta corporate registry_NA_CHARLES MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56019464,Paradise Papers - Malta corporate registry,,CHARLES MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56019464_paradise papers - malta corporate registry_na_charles mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56019767_Paradise Papers - Malta corporate registry_NA_CLAUDETTE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56019767,Paradise Papers - Malta corporate registry,,CLAUDETTE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56019767_paradise papers - malta corporate registry_na_claudette mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56019863_Paradise Papers - Malta corporate registry_NA_MARIO MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56019863,Paradise Papers - Malta corporate registry,,MARIO MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56019863_paradise papers - malta corporate registry_na_mario mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56012544_Paradise Papers - Malta corporate registry_NA_AIDAN LUNGARO-MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56012544,Paradise Papers - Malta corporate registry,,AIDAN LUNGARO-MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56012544_paradise papers - malta corporate registry_na_aidan lungaro-mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56019620_Paradise Papers - Malta corporate registry_NA_GEORGE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56019620,Paradise Papers - Malta corporate registry,,GEORGE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56019620_paradise papers - malta corporate registry_na_george mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013183_Paradise Papers - Malta corporate registry_NA_MALCOLM MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013183,Paradise Papers - Malta corporate registry,,MALCOLM MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013183_paradise papers - malta corporate registry_na_malcolm mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56013253_Paradise Papers - Malta corporate registry_NA_PAUL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56013253,Paradise Papers - Malta corporate registry,,PAUL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56013253_paradise papers - malta corporate registry_na_paul mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56020371_Paradise Papers - Malta corporate registry_NA_MAROUSKA MIFSUD BONELLO_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56020371,Paradise Papers - Malta corporate registry,,MAROUSKA MIFSUD BONELLO,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56020371_paradise papers - malta corporate registry_na_marouska mifsud bonello_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56020604_Paradise Papers - Malta corporate registry_NA_PAUL MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56020604,Paradise Papers - Malta corporate registry,,PAUL MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56020604_paradise papers - malta corporate registry_na_paul mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56020117_Paradise Papers - Malta corporate registry_NA_MARIE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56020117,Paradise Papers - Malta corporate registry,,MARIE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56020117_paradise papers - malta corporate registry_na_marie mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56020836_Paradise Papers - Malta corporate registry_NA_GRETA MIFSUD AGIUS_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56020836,Paradise Papers - Malta corporate registry,,GRETA MIFSUD AGIUS,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56020836_paradise papers - malta corporate registry_na_greta mifsud agius_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016466_Paradise Papers - Malta corporate registry_NA_JOANNA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016466,Paradise Papers - Malta corporate registry,,JOANNA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016466_paradise papers - malta corporate registry_na_joanna mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56016777_Paradise Papers - Malta corporate registry_NA_JOSETTE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56016777,Paradise Papers - Malta corporate registry,,JOSETTE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56016777_paradise papers - malta corporate registry_na_josette mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56019602_Paradise Papers - Malta corporate registry_NA_JACQUELINE JACKIE MIFSUD CREMONA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56019602,Paradise Papers - Malta corporate registry,,JACQUELINE JACKIE MIFSUD CREMONA,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56019602_paradise papers - malta corporate registry_na_jacqueline jackie mifsud cremona_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017762_Paradise Papers - Malta corporate registry_NA_GENEVIEVE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017762,Paradise Papers - Malta corporate registry,,GENEVIEVE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017762_paradise papers - malta corporate registry_na_genevieve mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56017987_Paradise Papers - Malta corporate registry_NA_STEPHEN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56017987,Paradise Papers - Malta corporate registry,,STEPHEN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56017987_paradise papers - malta corporate registry_na_stephen mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56020512_Paradise Papers - Malta corporate registry_NA_ADRIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56020512,Paradise Papers - Malta corporate registry,,ADRIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56020512_paradise papers - malta corporate registry_na_adrian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56014754_Paradise Papers - Malta corporate registry_NA_RENO SIVE RYAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56014754,Paradise Papers - Malta corporate registry,,RENO SIVE RYAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56014754_paradise papers - malta corporate registry_na_reno sive ryan mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56015119_Paradise Papers - Malta corporate registry_NA_MAXIMILIAN MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56015119,Paradise Papers - Malta corporate registry,,MAXIMILIAN MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56015119_paradise papers - malta corporate registry_na_maximilian mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56021386_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56021386,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56021386_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56021914_Paradise Papers - Malta corporate registry_NA_CHRISTINA MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56021914,Paradise Papers - Malta corporate registry,,CHRISTINA MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56021914_paradise papers - malta corporate registry_na_christina mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56022021_Paradise Papers - Malta corporate registry_NA_JOSEPH MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56022021,Paradise Papers - Malta corporate registry,,JOSEPH MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56022021_paradise papers - malta corporate registry_na_joseph mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56022110_Paradise Papers - Malta corporate registry_NA_ROBERT MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56022110,Paradise Papers - Malta corporate registry,,ROBERT MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56022110_paradise papers - malta corporate registry_na_robert mifsud_na_na_na_na_na_na_na_na_na_na
mifsud,NA_Malta corporate registry data is current through 2016_MLT_Malta_56018221_Paradise Papers - Malta corporate registry_NA_JEAN PIERRE MIFSUD_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA,,Malta corporate registry data is current through 2016,MLT,Malta,56018221,Paradise Papers - Malta corporate registry,,JEAN PIERRE MIFSUD,,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.officer.csv,,,na_malta corporate registry data is current through 2016_mlt_malta_56018221_paradise papers - malta corporate registry_na_jean pierre mifsud_na_na_na_na_na_na_na_na_na_na
